lat,lon
-23.73285699354841,-46.78198568785947			
-23.71117744452059,-46.68481461112582			
-23.731361967974276,-46.60642449880287			
-23.664815979949275,-46.778719433179354			
-23.63714081703611,-46.706045266546624			
-23.625919489049366,-46.855476418162226			
-23.544348984314833,-46.83179607173133			
-23.563676800238657,-46.649800572212584			
-23.55010811848195,-46.66817201008468			
-23.73337562743714,-46.60000897825434			
-23.564808918752238,-46.80462932621499			
-23.593128192504928,-46.65768719714257			
-23.587464826528375,-46.63846112417983			
-23.569843902757636,-46.63228131501322			
-23.56941480828167,-46.65801532336837			
-23.539854439974114,-46.644668801581695			
-23.528207029430366,-46.65121551794788			

